"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"is_promoted"
3.0;1;42531;"Procurement";"region_2";"m";"sourcing";1;21;2;0;67;"No"
3.1974214343271554;0;27792;"Operations";"region_22";"m";"sourcing";1;25;1;0;61;"No"
3.0;1;68201;"Technology";"region_2";"m";"other";1;30;4;0;78;"No"
1.0;0;855;"Sales & Marketing";"region_2";"m";"other";1;59;18;0;49;"No"
1.0;0;29735;"Sales & Marketing";"region_32";"m";"other";1;26;5;0;53;"No"
3.0;1;64774;"Finance";"region_2";"m";"other";1;25;2;0;60;"No"
3.0;0;23303;"Sales & Marketing";"region_2";"f";"sourcing";1;27;3;0;52;"No"
3.0;0;8840;"Sales & Marketing";"region_7";"m";"other";1;24;2;0;52;"No"
1.0;0;44030;"Technology";"region_11";"m";"other";1;31;3;0;83;"No"
3.0;0;44171;"Analytics";"region_26";"m";"other";2;29;4;0;87;"No"
3.0;1;59802;"Operations";"region_22";"f";"other";1;27;3;0;57;"No"
3.0;0;51816;"Operations";"region_2";"m";"other";1;28;3;0;62;"No"
3.1974214343271554;0;19376;"Sales & Marketing";"region_16";"m";"sourcing";1;23;1;0;45;"No"
2.0;0;30130;"Technology";"region_23";"m";"other";1;35;7;0;79;"No"
1.0;0;2628;"Sales & Marketing";"region_7";"m";"other";1;28;6;0;54;"No"
3.0;0;20846;"Sales & Marketing";"region_15";"m";"sourcing";1;27;2;0;52;"No"
3.1974214343271554;0;75446;"Analytics";"region_2";"m";"other";1;25;1;0;88;"No"
3.1974214343271554;0;28775;"Sales & Marketing";"region_28";"m";"other";1;23;1;0;53;"No"
1.0;1;52977;"Procurement";"region_7";"m";"sourcing";1;23;2;0;69;"No"
2.0;0;4085;"Sales & Marketing";"region_7";"m";"other";1;21;2;0;51;"No"
4.0;0;979;"Sales & Marketing";"region_7";"m";"other";1;23;2;0;58;"Yes"
3.1974214343271554;0;53165;"Sales & Marketing";"region_26";"m";"sourcing";1;24;1;0;52;"No"
3.1974214343271554;0;15942;"Sales & Marketing";"region_14";"m";"sourcing";2;24;1;0;54;"No"
3.0;0;33900;"Sales & Marketing";"region_31";"m";"other";1;25;1;0;49;"No"
5.0;0;35326;"Finance";"region_2";"f";"sourcing";1;35;4;0;60;"No"
2.0;0;57948;"Operations";"region_2";"f";"other";1;41;7;0;62;"No"
3.0;0;46593;"Sales & Marketing";"region_1";"m";"sourcing";1;27;3;0;50;"No"
3.1974214343271554;0;73577;"Sales & Marketing";"region_2";"m";"sourcing";1;30;1;0;46;"No"
5.0;0;50107;"Sales & Marketing";"region_2";"f";"other";1;31;4;0;50;"No"
2.0;0;59675;"Sales & Marketing";"region_2";"f";"other";1;21;2;0;49;"No"
5.0;0;51898;"Sales & Marketing";"region_7";"m";"other";1;39;13;0;44;"No"
5.0;0;52328;"Operations";"region_15";"f";"other";1;37;10;0;59;"No"
1.0;0;58884;"Sales & Marketing";"region_27";"m";"sourcing";1;30;8;0;51;"No"
5.0;0;12212;"Sales & Marketing";"region_7";"m";"sourcing";1;34;10;0;50;"No"
5.0;0;6430;"Procurement";"region_15";"f";"sourcing";1;53;8;0;73;"No"
3.0;0;76755;"Analytics";"region_2";"m";"other";1;33;4;0;89;"No"
3.0;0;23080;"Sales & Marketing";"region_32";"m";"other";1;25;2;0;46;"No"
3.0;0;46053;"Analytics";"region_22";"m";"other";1;27;2;0;83;"No"
4.0;0;57213;"Operations";"region_31";"m";"sourcing";1;30;3;0;59;"No"
5.0;1;43313;"Finance";"region_7";"m";"other";3;25;2;1;64;"No"
3.0;0;24598;"Sales & Marketing";"region_2";"m";"other";1;46;3;0;50;"No"
1.0;0;7373;"Sales & Marketing";"region_30";"m";"other";1;32;5;0;49;"No"
5.0;1;62832;"Operations";"region_7";"f";"sourcing";1;26;3;0;57;"No"
4.0;0;73888;"Procurement";"region_2";"f";"other";1;31;5;0;68;"No"
1.0;0;6170;"Sales & Marketing";"region_27";"m";"other";2;30;3;0;49;"No"
3.1974214343271554;0;31689;"Sales & Marketing";"region_2";"m";"other";2;20;1;0;53;"No"
5.0;0;28758;"Operations";"region_2";"f";"other";2;33;7;0;55;"No"
3.0;0;12522;"Sales & Marketing";"region_15";"f";"sourcing";1;29;7;0;51;"No"
4.0;0;27041;"Sales & Marketing";"region_2";"m";"referred";1;24;2;0;50;"No"
5.0;1;35249;"HR";"region_22";"m";"other";1;22;2;0;49;"Yes"
4.0;0;73354;"Sales & Marketing";"region_7";"m";"other";1;39;13;0;49;"No"
3.1974214343271554;0;17739;"Sales & Marketing";"region_2";"m";"sourcing";1;24;1;0;49;"No"
3.0;0;68425;"Sales & Marketing";"region_2";"m";"sourcing";1;53;8;0;50;"No"
3.0;0;7377;"Sales & Marketing";"region_2";"m";"other";1;40;10;0;51;"No"
3.0;0;12159;"Analytics";"region_7";"m";"other";1;26;3;0;83;"No"
3.0;0;35133;"Sales & Marketing";"region_9";"m";"other";1;29;4;0;47;"No"
3.0;0;48018;"Sales & Marketing";"region_13";"m";"other";1;44;13;0;53;"No"
3.1974214343271554;0;16380;"Technology";"region_11";"m";"other";1;31;1;0;79;"No"
3.1974214343271554;1;56999;"Technology";"region_2";"m";"referred";1;24;1;0;85;"No"
3.1974214343271554;1;57997;"Technology";"region_5";"m";"sourcing";1;23;1;0;80;"No"
5.0;1;44;"Operations";"region_7";"m";"other";2;25;3;0;60;"No"
4.0;1;70741;"Procurement";"region_2";"m";"sourcing";1;22;2;0;68;"No"
3.0;1;28616;"HR";"region_2";"f";"referred";1;25;3;0;50;"No"
2.0;0;26493;"Sales & Marketing";"region_28";"m";"other";1;28;4;0;48;"No"
3.1974214343271554;1;72649;"Technology";"region_22";"m";"other";1;24;1;0;80;"No"
1.0;0;77866;"Sales & Marketing";"region_22";"m";"other";4;26;4;0;47;"No"
3.1974214343271554;1;52620;"Finance";"region_2";"f";"sourcing";1;23;1;0;62;"No"
1.0;0;11247;"Sales & Marketing";"region_27";"m";"sourcing";2;31;6;0;47;"No"
3.0;1;18561;"Finance";"region_2";"m";"other";1;23;2;0;54;"No"
5.0;0;588;"Operations";"region_2";"m";"other";1;31;4;0;60;"No"
2.0;0;50069;"Technology";"region_2";"m";"sourcing";1;34;4;0;79;"No"
3.0;1;41497;"HR";"region_2";"f";"referred";1;22;2;0;46;"No"
3.1974214343271554;0;5780;"Sales & Marketing";"region_9";"m";"other";2;29;1;0;50;"No"
3.0;0;32803;"Operations";"region_2";"f";"other";1;37;3;0;58;"No"
3.1974214343271554;0;2620;"R&D";"region_2";"m";"sourcing";1;25;1;0;87;"No"
1.0;1;47227;"Legal";"region_2";"m";"sourcing";1;28;2;0;57;"No"
5.0;0;74116;"Sales & Marketing";"region_26";"m";"other";1;25;3;0;50;"No"
3.0;0;75174;"Sales & Marketing";"region_2";"m";"sourcing";1;24;2;1;88;"Yes"
5.0;0;68419;"Analytics";"region_22";"f";"other";1;26;5;0;84;"Yes"
3.0;0;62886;"Sales & Marketing";"region_32";"m";"sourcing";1;29;2;0;47;"No"
5.0;0;35025;"Sales & Marketing";"region_7";"m";"other";1;27;4;0;53;"No"
2.0;0;75473;"Sales & Marketing";"region_13";"m";"other";1;30;5;0;51;"No"
3.1974214343271554;1;43953;"Procurement";"region_2";"m";"other";1;24;1;0;74;"No"
3.1974214343271554;0;37334;"Operations";"region_31";"m";"other";1;27;1;0;63;"No"
1.0;0;65935;"Analytics";"region_7";"m";"sourcing";1;26;2;0;82;"No"
3.1974214343271554;0;15861;"Sales & Marketing";"region_22";"m";"sourcing";3;23;1;0;51;"No"
5.0;0;47054;"Technology";"region_27";"m";"sourcing";1;30;3;0;77;"No"
4.0;0;58158;"Procurement";"region_2";"m";"sourcing";4;36;2;0;70;"No"
3.0;0;22802;"Sales & Marketing";"region_31";"m";"other";1;29;3;0;49;"No"
2.0;1;35270;"Procurement";"region_2";"f";"other";1;25;2;0;68;"No"
2.0;1;59552;"Technology";"region_26";"m";"other";1;24;4;0;77;"No"
3.1974214343271554;0;46320;"Operations";"region_8";"f";"other";1;29;1;0;52;"No"
5.0;0;63897;"Sales & Marketing";"region_15";"m";"sourcing";1;38;10;0;47;"No"
3.0;0;43303;"Sales & Marketing";"region_22";"m";"other";1;29;5;0;44;"No"
3.0;0;12982;"Sales & Marketing";"region_15";"f";"other";1;37;3;0;52;"No"
4.0;0;820;"Operations";"region_26";"m";"sourcing";1;26;3;0;55;"No"
3.1974214343271554;1;17151;"Operations";"region_22";"m";"other";1;25;1;0;55;"No"
3.0;0;40058;"Sales & Marketing";"region_7";"f";"other";1;25;2;0;48;"No"
4.0;0;30905;"Sales & Marketing";"region_2";"m";"other";1;24;2;0;50;"No"
3.0;1;68850;"HR";"region_16";"f";"sourcing";1;24;2;0;51;"No"
2.0;0;4863;"Sales & Marketing";"region_16";"m";"sourcing";2;25;2;0;55;"No"
3.0;0;41286;"Sales & Marketing";"region_22";"m";"sourcing";1;29;4;0;46;"No"
3.0;0;34802;"Sales & Marketing";"region_7";"m";"sourcing";1;25;3;0;50;"No"
3.0;1;53446;"HR";"region_22";"m";"other";2;25;3;0;48;"No"
3.0;0;6075;"Sales & Marketing";"region_31";"m";"sourcing";1;29;2;0;46;"No"
3.0;0;45906;"Sales & Marketing";"region_22";"m";"sourcing";3;23;2;0;52;"No"
4.0;0;24793;"Finance";"region_2";"f";"sourcing";1;38;3;0;61;"No"
5.0;0;4221;"Sales & Marketing";"region_16";"m";"other";1;33;3;0;53;"Yes"
1.0;0;74937;"Sales & Marketing";"region_22";"f";"sourcing";1;28;5;0;49;"No"
3.1974214343271554;0;1051;"Sales & Marketing";"region_2";"m";"sourcing";3;25;1;0;49;"No"
1.0;0;40094;"Analytics";"region_29";"m";"sourcing";1;28;3;0;79;"No"
3.0;0;51880;"Procurement";"region_2";"m";"other";1;27;4;0;70;"No"
1.0;0;62001;"Sales & Marketing";"region_26";"m";"sourcing";1;37;3;0;48;"No"
3.1974214343271554;0;55570;"Sales & Marketing";"region_16";"m";"sourcing";1;25;1;0;51;"No"
1.0;0;42058;"Operations";"region_2";"m";"sourcing";1;41;6;0;61;"No"
4.0;0;26158;"Sales & Marketing";"region_2";"m";"other";2;28;4;1;48;"No"
3.1974214343271554;1;43490;"Operations";"region_22";"m";"other";1;23;1;0;56;"No"
3.0;0;67364;"Operations";"region_15";"m";"other";1;44;4;0;61;"No"
5.0;0;57672;"Analytics";"region_28";"m";"sourcing";1;28;4;0;86;"No"
3.0;0;71376;"Operations";"region_15";"f";"other";1;31;5;0;55;"No"
3.1974214343271554;0;57379;"Sales & Marketing";"region_15";"m";"sourcing";1;28;1;0;50;"No"
1.0;0;65594;"Sales & Marketing";"region_7";"m";"other";1;30;5;0;47;"No"
3.0;0;70014;"Procurement";"region_26";"m";"other";1;33;5;0;69;"No"
3.0;0;43297;"Sales & Marketing";"region_15";"m";"sourcing";1;31;8;0;51;"No"
4.0;0;62319;"Sales & Marketing";"region_2";"m";"other";1;43;2;0;51;"No"
4.0;1;40313;"Operations";"region_2";"m";"other";1;25;2;0;57;"No"
5.0;1;19379;"Technology";"region_16";"m";"other";1;24;1;0;73;"No"
5.0;1;15872;"Finance";"region_2";"f";"sourcing";1;25;2;0;56;"No"
3.1974214343271554;1;55371;"Operations";"region_2";"m";"sourcing";1;23;1;0;56;"No"
3.1974214343271554;0;26700;"Analytics";"region_22";"m";"other";2;26;1;0;81;"No"
3.0;0;29763;"Sales & Marketing";"region_22";"m";"sourcing";1;22;1;0;47;"No"
4.0;0;8282;"Sales & Marketing";"region_2";"m";"other";1;37;3;0;50;"No"
5.0;0;32114;"Sales & Marketing";"region_2";"m";"sourcing";1;34;3;0;49;"No"
3.0;0;60451;"Sales & Marketing";"region_22";"m";"sourcing";1;24;2;1;50;"No"
3.1974214343271554;0;35115;"Sales & Marketing";"region_21";"m";"sourcing";2;30;1;0;49;"No"
3.1974214343271554;1;44861;"Operations";"region_2";"m";"sourcing";1;25;1;0;62;"No"
4.0;1;51350;"HR";"region_2";"f";"sourcing";1;21;2;0;56;"No"
2.0;0;15136;"Sales & Marketing";"region_2";"m";"sourcing";2;24;2;0;47;"No"
4.0;0;13848;"Sales & Marketing";"region_26";"m";"other";1;30;2;0;49;"No"
1.0;0;5520;"Sales & Marketing";"region_11";"m";"other";1;24;2;0;53;"No"
3.0;0;28496;"Sales & Marketing";"region_7";"m";"other";1;25;2;0;54;"No"
4.0;0;64840;"Technology";"region_2";"f";"other";1;45;19;0;78;"No"
2.0;1;30154;"Operations";"region_7";"m";"sourcing";1;26;3;0;61;"No"
3.1974214343271554;0;49972;"Sales & Marketing";"region_22";"m";"other";1;27;1;0;48;"No"
3.0;1;29284;"HR";"region_2";"m";"sourcing";1;24;2;0;43;"No"
4.0;1;20669;"Operations";"region_2";"f";"other";3;25;3;0;58;"No"
3.0;0;21337;"Sales & Marketing";"region_15";"m";"other";1;44;17;0;50;"No"
3.1974214343271554;0;18266;"Sales & Marketing";"region_2";"m";"other";2;24;1;0;48;"No"
4.0;0;27258;"Sales & Marketing";"region_12";"m";"sourcing";1;39;10;0;53;"No"
4.0;0;31099;"Sales & Marketing";"region_15";"m";"sourcing";1;30;8;0;55;"No"
2.0;0;53266;"Sales & Marketing";"region_28";"m";"sourcing";1;34;6;0;52;"No"
4.0;0;49747;"Operations";"region_15";"m";"sourcing";2;37;3;0;59;"No"
4.0;0;1763;"Sales & Marketing";"region_1";"m";"sourcing";1;26;4;0;47;"No"
3.1974214343271554;0;18508;"Sales & Marketing";"region_16";"m";"other";1;23;1;0;43;"No"
4.0;1;45006;"HR";"region_22";"f";"other";1;24;2;0;49;"No"
5.0;0;69015;"Sales & Marketing";"region_2";"m";"other";1;46;14;0;48;"No"
2.0;0;45330;"Operations";"region_15";"f";"other";1;37;8;0;60;"No"
3.0;0;22102;"Sales & Marketing";"region_22";"f";"sourcing";1;26;2;0;46;"No"
4.0;0;34082;"Sales & Marketing";"region_28";"m";"sourcing";1;36;9;0;53;"No"
3.1974214343271554;1;44458;"Operations";"region_2";"f";"sourcing";1;24;1;0;97;"Yes"
3.1974214343271554;0;25457;"Sales & Marketing";"region_32";"m";"other";1;24;1;0;48;"No"
3.1974214343271554;1;3125;"Finance";"region_2";"m";"other";1;22;1;0;58;"No"
2.0;0;69844;"Sales & Marketing";"region_28";"m";"other";1;32;4;0;51;"No"
3.1974214343271554;1;66130;"Technology";"region_22";"f";"other";1;24;1;0;80;"Yes"
4.0;0;29687;"Analytics";"region_26";"m";"sourcing";1;32;6;0;88;"No"
3.1974214343271554;0;15928;"Analytics";"region_22";"m";"other";1;26;1;0;82;"No"
1.0;1;28378;"Operations";"region_22";"m";"other";1;27;3;0;56;"No"
3.1974214343271554;0;53718;"Sales & Marketing";"region_16";"m";"sourcing";1;25;1;0;46;"No"
3.0;0;23995;"Sales & Marketing";"region_26";"m";"other";1;23;1;0;44;"No"
4.0;1;66359;"Technology";"region_2";"f";"other";1;20;2;1;80;"Yes"
1.0;1;66086;"HR";"region_2";"m";"other";1;24;2;0;55;"No"
3.1974214343271554;0;11092;"Sales & Marketing";"region_2";"m";"sourcing";1;25;1;0;42;"No"
3.0;0;29316;"Technology";"region_2";"m";"sourcing";1;30;2;0;78;"No"
3.1974214343271554;1;59205;"Operations";"region_2";"m";"sourcing";1;24;1;0;56;"No"
3.0;0;3951;"Sales & Marketing";"region_16";"m";"sourcing";1;33;6;0;50;"No"
3.0;0;39528;"R&D";"region_27";"m";"sourcing";1;30;3;0;83;"No"
3.1974214343271554;1;55040;"HR";"region_2";"m";"referred";1;24;1;0;48;"No"
3.1974214343271554;1;22656;"Procurement";"region_2";"f";"sourcing";1;23;1;0;63;"No"
3.1974214343271554;1;4465;"HR";"region_2";"m";"other";1;21;1;0;50;"No"
3.1974214343271554;0;52647;"Sales & Marketing";"region_7";"m";"other";1;25;1;0;54;"No"
4.0;1;59845;"Technology";"region_2";"m";"sourcing";3;24;3;0;76;"No"
4.0;0;1223;"Sales & Marketing";"region_2";"m";"sourcing";1;36;9;0;53;"No"
5.0;0;59351;"Sales & Marketing";"region_7";"m";"sourcing";1;20;2;0;54;"No"
4.0;0;51633;"Sales & Marketing";"region_13";"m";"sourcing";1;28;2;0;52;"No"
5.0;0;11561;"Sales & Marketing";"region_7";"m";"other";1;29;2;0;51;"No"
5.0;0;54420;"Sales & Marketing";"region_2";"m";"sourcing";1;32;6;0;50;"No"
4.0;1;23026;"Technology";"region_2";"f";"other";1;23;2;0;76;"No"
4.0;1;69191;"Technology";"region_27";"m";"other";4;23;2;0;82;"No"
3.1974214343271554;1;29418;"Operations";"region_2";"m";"sourcing";1;23;1;0;63;"No"
3.0;0;9090;"Sales & Marketing";"region_22";"m";"other";1;30;7;0;50;"No"
3.0;0;45364;"Procurement";"region_17";"f";"other";1;29;4;0;66;"No"
3.0;0;38454;"Operations";"region_32";"f";"other";1;29;3;0;62;"No"
3.0;0;36690;"Sales & Marketing";"region_7";"m";"sourcing";1;23;1;0;50;"No"
3.0;0;34837;"Sales & Marketing";"region_28";"m";"other";1;31;2;0;52;"No"
1.0;0;73437;"Sales & Marketing";"region_27";"m";"other";1;35;5;0;49;"No"
4.0;0;62494;"Sales & Marketing";"region_32";"m";"other";1;30;4;0;51;"No"
5.0;0;55661;"Sales & Marketing";"region_7";"m";"sourcing";1;25;3;0;53;"No"
5.0;1;43008;"Legal";"region_2";"m";"sourcing";1;23;2;0;57;"No"
1.0;0;42684;"Sales & Marketing";"region_27";"m";"other";1;32;3;0;52;"No"
3.1974214343271554;0;48679;"Sales & Marketing";"region_22";"m";"other";1;21;1;0;48;"No"
4.0;0;65712;"Sales & Marketing";"region_15";"m";"other";1;27;3;0;51;"No"
3.1974214343271554;1;70951;"Procurement";"region_2";"m";"sourcing";2;20;1;0;70;"No"
2.0;0;5312;"Sales & Marketing";"region_25";"m";"other";1;30;5;0;48;"No"
3.0;0;28191;"Technology";"region_2";"f";"other";1;49;4;1;83;"No"
3.1974214343271554;1;29230;"Finance";"region_2";"m";"other";1;25;1;0;57;"No"
3.1974214343271554;1;76915;"Operations";"region_7";"m";"other";1;24;1;0;62;"No"
3.1974214343271554;0;73191;"Analytics";"region_22";"m";"other";1;25;1;0;85;"No"
3.0;0;33486;"Sales & Marketing";"region_9";"m";"other";1;34;3;0;50;"No"
4.0;1;13451;"Technology";"region_22";"f";"sourcing";1;22;2;0;81;"No"
4.0;0;44026;"Analytics";"region_22";"m";"other";1;28;2;0;85;"No"
1.0;0;27960;"Sales & Marketing";"region_9";"m";"sourcing";1;27;2;0;51;"No"
2.0;0;17194;"Sales & Marketing";"region_32";"m";"sourcing";2;27;3;0;50;"No"
3.1974214343271554;1;7568;"Procurement";"region_2";"f";"sourcing";1;24;1;0;72;"Yes"
4.0;0;77409;"Sales & Marketing";"region_2";"m";"sourcing";1;26;3;0;48;"No"
3.1974214343271554;1;31536;"Procurement";"region_7";"f";"sourcing";2;25;1;0;67;"No"
3.1974214343271554;0;16621;"R&D";"region_27";"m";"other";1;27;1;0;87;"No"
4.0;1;76540;"Legal";"region_22";"m";"other";1;24;1;0;63;"No"
3.0;0;15923;"Sales & Marketing";"region_11";"m";"other";2;30;3;0;51;"No"
3.0;0;40169;"Analytics";"region_2";"m";"other";1;30;2;0;85;"No"
5.0;0;29782;"Sales & Marketing";"region_7";"f";"other";1;24;3;0;50;"No"
3.0;0;61146;"Operations";"region_8";"m";"other";1;27;2;0;55;"No"
2.0;0;65134;"Sales & Marketing";"region_2";"f";"sourcing";1;47;14;0;51;"No"
3.0;1;52917;"Procurement";"region_2";"f";"other";3;22;2;0;70;"No"
3.0;0;48371;"Sales & Marketing";"region_2";"m";"other";1;32;8;0;50;"No"
1.0;0;32330;"Sales & Marketing";"region_27";"m";"sourcing";1;24;2;0;48;"No"
1.0;0;77295;"Sales & Marketing";"region_22";"m";"other";2;27;3;0;50;"No"
3.0;0;25899;"Procurement";"region_2";"f";"other";1;35;9;0;70;"No"
4.0;0;55045;"Analytics";"region_7";"m";"other";2;34;4;0;88;"No"
2.0;1;21400;"Operations";"region_7";"m";"other";1;26;4;0;56;"No"
1.0;0;64629;"Sales & Marketing";"region_2";"m";"sourcing";1;58;7;0;51;"No"
3.0;0;68599;"Sales & Marketing";"region_28";"m";"other";1;34;7;0;53;"No"
3.0;0;72993;"Sales & Marketing";"region_23";"m";"other";1;40;11;0;46;"No"
3.0;0;20781;"Analytics";"region_2";"m";"other";2;26;5;0;83;"No"
3.0;0;15848;"Operations";"region_26";"m";"other";1;28;3;0;57;"No"
1.0;0;59319;"Sales & Marketing";"region_31";"m";"other";1;31;3;0;55;"No"
3.0;0;76623;"Technology";"region_22";"m";"other";1;27;2;0;76;"No"
5.0;0;49453;"Sales & Marketing";"region_2";"m";"other";2;25;2;0;48;"No"
3.1974214343271554;1;40705;"Technology";"region_2";"m";"other";2;23;1;0;80;"No"
3.1974214343271554;1;76646;"Operations";"region_22";"m";"other";1;27;1;0;63;"No"
3.0;0;32953;"Operations";"region_7";"m";"other";1;35;2;0;61;"No"
3.1974214343271554;0;59567;"Analytics";"region_22";"m";"other";1;27;1;0;81;"No"
2.0;0;13854;"Sales & Marketing";"region_9";"m";"other";1;32;7;0;50;"No"
3.0;0;70379;"Procurement";"region_2";"f";"other";1;27;4;0;65;"No"
2.0;0;45056;"Sales & Marketing";"region_22";"m";"sourcing";1;26;2;0;56;"No"
3.1974214343271554;1;30340;"Operations";"region_27";"m";"sourcing";1;23;1;0;58;"No"
4.0;0;48153;"Sales & Marketing";"region_2";"m";"other";1;35;4;1;50;"Yes"
3.0;1;64632;"HR";"region_2";"m";"sourcing";1;21;2;0;50;"No"
3.1974214343271554;1;49514;"Operations";"region_22";"f";"sourcing";1;27;1;0;60;"No"
3.1974214343271554;0;71520;"Analytics";"region_29";"m";"other";1;27;1;0;83;"No"
5.0;0;68184;"Analytics";"region_26";"m";"sourcing";1;32;6;0;83;"No"
5.0;1;62574;"Operations";"region_22";"f";"sourcing";1;27;4;0;55;"No"
5.0;1;49621;"HR";"region_2";"f";"other";1;25;2;0;46;"No"
2.0;0;16879;"Sales & Marketing";"region_16";"m";"other";1;23;1;0;49;"No"
3.0;0;43718;"Sales & Marketing";"region_2";"m";"sourcing";1;31;4;0;47;"No"
3.1974214343271554;0;63766;"Analytics";"region_22";"m";"other";1;27;1;0;83;"No"
1.0;0;69724;"Sales & Marketing";"region_2";"f";"other";2;45;12;0;53;"No"
5.0;0;7799;"Operations";"region_32";"f";"other";1;27;3;0;61;"No"
5.0;0;45326;"Sales & Marketing";"region_15";"m";"sourcing";1;37;8;0;47;"No"
1.0;0;73660;"Sales & Marketing";"region_28";"m";"other";1;30;4;0;48;"No"
3.0;1;43306;"Technology";"region_2";"f";"sourcing";1;21;2;0;76;"No"
3.0;1;1866;"Technology";"region_2";"m";"other";1;25;2;0;80;"No"
5.0;0;27153;"Sales & Marketing";"region_2";"m";"other";1;43;18;0;52;"No"
3.0;0;21602;"Sales & Marketing";"region_7";"m";"sourcing";2;25;3;0;48;"No"
3.0;0;68099;"Sales & Marketing";"region_15";"m";"other";1;41;15;0;50;"No"
3.0;0;26195;"Analytics";"region_9";"m";"sourcing";1;30;3;0;85;"No"
5.0;0;6459;"Analytics";"region_22";"m";"sourcing";2;28;5;1;91;"Yes"
3.1974214343271554;0;68648;"Sales & Marketing";"region_29";"m";"sourcing";2;27;1;0;48;"No"
3.0;0;40209;"Analytics";"region_7";"m";"sourcing";1;34;3;0;79;"No"
4.0;0;64321;"Sales & Marketing";"region_13";"m";"other";3;40;9;0;51;"No"
3.1974214343271554;1;20276;"Technology";"region_7";"m";"other";2;24;1;0;79;"No"
1.0;1;28259;"Procurement";"region_2";"m";"sourcing";2;25;3;0;65;"No"
4.0;0;3654;"Sales & Marketing";"region_2";"f";"sourcing";1;21;2;0;49;"No"
3.0;0;41319;"Sales & Marketing";"region_7";"m";"sourcing";1;34;2;0;46;"No"
3.1974214343271554;1;28829;"Operations";"region_2";"f";"other";1;21;1;0;58;"No"
4.0;0;20938;"Finance";"region_13";"m";"other";1;29;3;0;63;"No"
4.0;0;68901;"Operations";"region_15";"m";"sourcing";1;35;3;0;60;"No"
2.0;0;8224;"Analytics";"region_22";"m";"sourcing";1;26;1;0;85;"No"
3.0;1;31240;"Technology";"region_2";"m";"referred";1;23;2;0;81;"Yes"
3.0;0;38615;"HR";"region_2";"m";"other";2;36;8;0;51;"No"
3.0;0;44189;"Sales & Marketing";"region_11";"m";"other";1;35;7;0;54;"No"
5.0;1;14060;"HR";"region_2";"f";"other";1;23;2;0;52;"No"
3.0;0;46801;"Analytics";"region_2";"f";"other";3;25;3;0;85;"No"
4.0;0;70124;"Analytics";"region_22";"m";"sourcing";1;27;3;1;85;"Yes"
5.0;0;1567;"Analytics";"region_22";"m";"other";1;28;5;0;85;"No"
4.0;0;64235;"Analytics";"region_22";"m";"sourcing";1;29;3;1;83;"No"
5.0;0;27182;"Procurement";"region_2";"f";"sourcing";1;58;18;0;70;"No"
5.0;0;41438;"Operations";"region_8";"f";"other";1;30;7;0;95;"Yes"
5.0;0;62843;"Operations";"region_2";"m";"other";1;28;5;0;58;"No"
3.1974214343271554;1;50317;"HR";"region_2";"m";"other";1;21;1;0;48;"No"
3.1974214343271554;0;17686;"Sales & Marketing";"region_16";"m";"other";1;24;1;0;51;"No"
3.1974214343271554;1;21037;"HR";"region_22";"f";"other";1;21;1;0;62;"Yes"
1.0;0;40436;"Sales & Marketing";"region_16";"f";"sourcing";1;41;4;0;51;"No"
1.0;0;27011;"Sales & Marketing";"region_2";"m";"other";1;47;16;0;42;"No"
3.1974214343271554;0;37127;"Sales & Marketing";"region_16";"m";"other";1;25;1;0;52;"No"
3.0;0;2555;"Technology";"region_2";"m";"other";2;29;2;0;80;"No"
3.1974214343271554;0;554;"Sales & Marketing";"region_6";"m";"other";1;26;1;0;46;"No"
3.1974214343271554;0;72155;"Sales & Marketing";"region_2";"m";"other";1;20;1;0;47;"No"
3.1974214343271554;1;73079;"Technology";"region_2";"m";"other";1;24;1;0;82;"No"
5.0;0;30902;"Operations";"region_2";"f";"sourcing";1;39;6;0;74;"Yes"
4.0;0;50387;"Sales & Marketing";"region_26";"m";"other";1;34;3;0;50;"No"
2.0;0;73448;"Operations";"region_7";"f";"sourcing";1;35;2;0;57;"No"
5.0;0;6091;"Analytics";"region_26";"m";"sourcing";1;28;5;0;86;"No"
3.0;0;27094;"Sales & Marketing";"region_13";"m";"other";1;48;19;0;50;"No"
5.0;1;76969;"Finance";"region_2";"m";"sourcing";1;21;2;0;72;"Yes"
3.1974214343271554;0;25627;"Sales & Marketing";"region_2";"m";"other";3;20;1;0;52;"No"
3.1974214343271554;0;34847;"Sales & Marketing";"region_27";"m";"other";2;28;1;0;51;"No"
2.0;0;57976;"Sales & Marketing";"region_9";"m";"other";1;28;2;0;47;"No"
3.1974214343271554;1;63363;"Finance";"region_2";"m";"other";2;23;1;0;64;"No"
5.0;1;46829;"Finance";"region_2";"m";"sourcing";2;23;2;0;58;"No"
3.0;0;51419;"Sales & Marketing";"region_22";"m";"sourcing";3;24;2;0;50;"No"
1.0;0;58852;"Sales & Marketing";"region_32";"m";"sourcing";1;26;3;0;49;"No"
3.1974214343271554;0;51584;"Sales & Marketing";"region_7";"m";"other";2;23;1;0;48;"No"
5.0;0;10073;"Sales & Marketing";"region_11";"m";"sourcing";1;33;4;0;48;"No"
5.0;0;29278;"Sales & Marketing";"region_22";"m";"sourcing";1;27;2;0;52;"No"
1.0;0;64657;"Sales & Marketing";"region_7";"m";"other";2;31;7;0;53;"No"
